node,soundLevel,duration
node_1,60.5625,2580.923076923077
node_2,60.01923076923077,2576.487980769231
node_3,58.07021791767554,2608.3438256658596
node_4,57.99512195121951,2633.7292682926827
node_5,59.52163461538461,2566.6778846153848
node_6,58.43564356435643,2662.4356435643563
node_7,59.99759615384615,2584.0889423076924
node_8,61.394299287410924,2540.973871733967
node_9,56.35660847880299,2681.2568578553614
