node,soundLevel,duration
node_1,87.42307692307692,28.125
node_2,87.92517006802721,26.789115646258505
node_3,86.59574468085107,27.4468085106383
node_4,80.04513888888889,26.65277777777778
node_5,87.19760479041916,25.317365269461078
node_6,85.23501199040767,25.98800959232614
node_7,87.49685534591195,26.9832285115304
node_8,82.00801603206413,27.2124248496994
node_9,84.91677675033026,26.725231175693526
