total_events,total_shortbursts,total_sustained,node_most_shortbursts,most_shortbursts_count,node_highest_avg_shortburst_db,highest_avg_shortburst_db,top_shortburst_hours,node_highest_avg_sustained_db,highest_avg_sustained_db,top_sustained_hours,noisiest_location,highest_location_avg_db,quietest_location,lowest_location_avg_db,overall_noisiest_hour,overall_highest_hourly_avg_db,total_normal_tier,total_tier_1,total_tier_2,total_tier_3,node_most_tier3_events,most_tier3_events_count,noisiest_day,noisiest_hour,max_soundLevel_heatmap
7187,3474,3713,San Miguel Node 1,954,node_2,87.92517006802721,"22, 21, 20",node_8,61.39429928741093,"0, 6, 7",Sitio San Miguel,73.60914603954848,Filter Site,65.17500538717354,17,76.6730389662095,3320,2145,1532,190,node_7,97,5,20,45
